COUNTY,Week,Year,DATEOFF,Ca,Cl,HNO3,HNO3 PPB,K,Mg,Na,NH4,NO3,SO2,SO2 PPB,SO4,TNO3,DATEON
San Bernardino,21,2021,5/25/2021 8:00:00 AM,0.32,0.846,1.065,0.413,0.098,0.133,0.869,0.249,1.399,0.311,0.119,0.919,2.447,5/18/2021
San Bernardino,21,2022,5/31/2022 8:00:00 AM,0.419,0.084,1.45,0.563,0.067,0.08,0.354,0.291,1.01,0.281,0.107,0.866,2.437,5/24/2022
San Bernardino,22,2015,6/2/2015 8:00,0.268,0.019,2.615,1.015,0.059,0.057,0.247,0.445,0.807,0.746,0.285,1.257,3.38,5/26/2015
San Bernardino,22,2016,5/31/2016 8:00:00 AM,0.333,0.034,1.475,0.572,0.067,0.067,0.314,0.371,0.994,0.406,0.155,0.981,2.446,5/24/2016
San Bernardino,22,2017,6/6/2017 8:00,0.388,0.07,1.714,0.665,0.114,0.078,0.343,0.437,1.005,0.707,0.27,1.338,2.692,5/30/2017
San Bernardino,22,2018,6/5/2018 8:00,0.302,0.043,1.666,0.646,0.057,0.065,0.272,0.254,0.791,0.321,0.123,0.757,2.43,5/29/2018
San Bernardino,22,2019,6/4/2019 8:00,0.254,0.018,1.565,0.607,0.06,0.056,0.238,0.314,0.752,0.369,0.141,0.904,2.292,5/28/2019
San Bernardino,22,2020,6/2/2020 8:00,0.304,0.05,1.399,0.543,0.056,0.053,0.189,0.263,0.508,0.476,0.182,0.772,1.885,5/26/2020
San Bernardino,22,2021,6/1/2021 8:00,0.322,0.113,1.676,0.65,0.085,0.09,0.458,0.286,1.214,0.555,0.212,0.948,2.862,5/25/2021
San Bernardino,22,2022,6/7/2022 8:00,0.31,0.028,1.52,0.59,0.052,0.064,0.318,0.232,0.94,0.306,0.117,0.764,2.436,5/31/2022
San Bernardino,23,2015,6/9/2015 8:00,0.285,0.027,1.9,0.737,0.07,0.065,0.319,0.404,1.016,0.568,0.217,1.164,2.886,6/2/2015
San Bernardino,23,2016,6/7/2016 8:00,0.294,0.017,1.994,0.774,0.072,0.05,0.13,0.399,0.475,0.423,0.161,1.093,2.437,5/31/2016
San Bernardino,23,2017,6/13/2017 8:00:00 AM,0.245,0.086,1.202,0.466,0.053,0.056,0.262,0.252,0.68,0.333,0.127,0.811,1.863,6/6/2017
San Bernardino,23,2018,6/12/2018 8:00,0.323,0.046,1.847,0.717,0.088,0.074,0.341,0.273,0.98,0.422,0.161,0.86,2.798,6/5/2018
San Bernardino,23,2019,6/11/2019 8:00,0.311,0.031,1.589,0.617,0.06,0.046,0.122,0.259,0.412,0.365,0.139,0.732,1.976,6/4/2019
San Bernardino,23,2020,6/9/2020 8:00,0.361,0.08,1.116,0.433,0.086,0.061,0.259,0.33,0.613,0.335,0.128,0.999,1.712,6/2/2020
San Bernardino,23,2021,6/8/2021 8:00,0.319,0.061,1.865,0.724,0.073,0.062,0.244,0.31,0.706,0.532,0.203,0.924,2.541,6/1/2021
San Bernardino,23,2022,6/14/2022 8:00:00 AM,0.503,0.07,2.004,0.778,0.097,0.089,0.314,0.363,0.893,0.511,0.195,1.186,2.865,6/7/2022
San Bernardino,24,2015,6/16/2015 8:00:00 AM,0.304,0.015,2.192,0.851,0.06,0.046,0.126,0.409,0.479,0.398,0.152,1.155,2.636,6/9/2015
San Bernardino,24,2016,6/14/2016 8:00:00 AM,0.514,0.118,1.87,0.726,0.14,0.111,0.565,0.423,1.548,0.821,0.313,1.556,3.388,6/7/2016
San Bernardino,24,2017,6/20/2017 8:00:00 AM,0.321,0.037,1.851,0.718,0.074,0.056,0.257,0.296,0.735,0.505,0.193,0.896,2.557,6/13/2017
San Bernardino,24,2018,6/19/2018 8:00:00 AM,0.335,0.108,1.168,0.453,0.07,0.078,0.373,0.213,0.96,0.374,0.143,0.741,2.109,6/12/2018
San Bernardino,24,2019,6/18/2019 8:00:00 AM,0.224,0.129,1.831,0.71,0.062,0.045,0.166,0.441,0.479,0.398,0.152,1.198,2.282,6/11/2019
San Bernardino,24,2020,6/16/2020 8:00:00 AM,0.24,0.064,1.131,0.439,0.097,0.044,0.183,0.199,0.523,0.335,0.128,0.566,1.636,6/9/2020
San Bernardino,24,2021,6/15/2021 8:00:00 AM,0.26,0.07,1.366,0.53,0.056,0.043,0.189,0.144,0.551,0.121,0.046,0.454,1.895,6/8/2021
San Bernardino,24,2022,6/21/2022 8:00:00 AM,0.69,0.187,1.238,0.48,0.137,0.128,0.46,0.2,0.988,0.456,0.174,0.801,2.207,6/14/2022
San Bernardino,25,2015,6/23/2015 8:00:00 AM,0.406,0.051,2.374,0.921,0.174,0.066,0.232,0.384,0.817,0.377,0.144,1.104,3.153,6/16/2015
San Bernardino,25,2016,6/21/2016 8:00:00 AM,0.282,0.073,1.584,0.615,0.127,0.055,0.224,0.218,0.697,0.268,0.102,0.682,2.255,6/14/2016
San Bernardino,25,2017,6/27/2017 8:00:00 AM,0.243,0.026,1.526,0.592,0.057,0.034,0.132,0.336,0.401,0.33,0.126,0.927,1.903,6/20/2017
San Bernardino,25,2018,6/26/2018 8:00:00 AM,0.288,0.064,2.173,0.843,0.06,0.062,0.295,0.35,0.769,0.459,0.175,1.019,2.907,6/19/2018
San Bernardino,25,2019,6/25/2019 8:00:00 AM,0.268,0.026,1.772,0.688,0.067,0.048,0.126,0.306,0.446,0.382,0.146,0.796,2.19,6/18/2019
San Bernardino,25,2020,6/23/2020 8:00:00 AM,0.361,0.063,1.608,0.624,0.086,0.072,0.344,0.371,0.884,0.849,0.324,1.15,2.467,6/16/2020
San Bernardino,25,2021,6/22/2021 8:00:00 AM,0.406,0.025,1.726,0.67,0.088,0.052,0.187,0.341,0.531,0.304,0.116,0.974,2.229,6/15/2021
San Bernardino,25,2022,6/28/2022 8:00:00 AM,0.767,0.078,1.415,0.549,0.148,0.132,0.354,0.28,1.046,0.563,0.215,1.049,2.438,6/21/2022
San Bernardino,26,2015,6/30/2015 8:00:00 AM,0.263,0.013,2.236,0.868,0.071,0.057,0.292,0.333,0.848,0.625,0.239,1.04,3.048,6/23/2015
San Bernardino,26,2016,6/28/2016 8:00:00 AM,0.475,0.119,2.239,0.869,0.15,0.108,0.524,0.425,1.207,0.822,0.314,1.484,3.41,6/21/2016
San Bernardino,26,2017,7/4/2017 8:00,0.238,0.057,1.736,0.674,0.093,0.052,0.25,0.32,0.608,0.416,0.159,0.926,2.316,6/27/2017
San Bernardino,26,2018,7/3/2018 8:00,0.257,0.094,2.028,0.787,0.063,0.07,0.397,0.246,0.925,0.487,0.186,0.808,2.922,6/26/2018
San Bernardino,26,2019,7/2/2019 8:00,0.19,0.025,1.646,0.639,0.059,0.042,0.164,0.233,0.509,0.283,0.108,0.653,2.129,6/25/2019
San Bernardino,26,2020,6/30/2020 8:00:00 AM,0.395,0.076,1.607,0.624,0.1,0.072,0.208,0.353,0.51,0.493,0.188,0.957,2.091,6/23/2020
San Bernardino,26,2021,6/29/2021 8:00:00 AM,0.334,0.021,1.7,0.66,0.094,0.055,0.168,0.293,0.531,0.337,0.129,0.825,2.204,6/22/2021
San Bernardino,26,2022,7/5/2022 8:00,0.224,0.108,1.57,0.609,0.053,0.056,0.279,0.241,0.654,0.248,0.095,0.793,2.2,6/28/2022
San Bernardino,27,2015,7/7/2015 8:00,-,-,-,-,-,-,-,-,-,-,-,-,-,6/30/2015
San Bernardino,27,2016,7/5/2016 8:00,0.554,0.092,1.804,0.7,0.147,0.107,0.465,0.43,1.302,1.003,0.383,1.566,3.078,6/28/2016
San Bernardino,27,2017,7/11/2017 8:00,0.608,0.076,1.962,0.761,0.33,0.102,0.529,0.377,1.277,0.747,0.285,1.672,3.208,7/4/2017
San Bernardino,27,2018,7/10/2018 8:00,2.14,0.173,1.738,0.674,0.241,0.183,0.361,0.373,1.209,0.751,0.287,1.485,2.919,7/3/2018
San Bernardino,27,2019,7/9/2019 8:00,0.207,0.07,1.463,0.568,0.151,0.084,0.46,0.369,1.162,0.435,0.166,1.221,2.602,7/2/2019
San Bernardino,27,2020,7/7/2020 8:00,0.235,0.085,1.131,0.439,0.127,0.063,0.259,0.229,0.616,0.325,0.124,0.733,1.729,6/30/2020
San Bernardino,27,2021,7/6/2021 8:00,0.485,0.09,1.614,0.626,0.176,0.097,0.391,0.312,1.164,0.619,0.236,1.131,2.753,6/29/2021
San Bernardino,27,2022,7/12/2022 8:00,0.288,0.064,1.741,0.676,0.1,0.066,0.255,0.198,0.734,0.321,0.123,0.735,2.447,7/5/2022
San Bernardino,28,2015,7/14/2015 8:00:00 AM,0.231,0.037,1.735,0.673,0.085,0.059,0.332,0.272,1.011,0.74,0.282,0.861,2.718,7/7/2015
San Bernardino,28,2016,7/12/2016 8:00,0.213,0.029,1.77,0.687,0.103,0.051,0.196,0.266,0.626,0.395,0.151,0.82,2.368,7/5/2016
San Bernardino,28,2017,7/18/2017 8:00:00 AM,0.487,0.053,2.569,0.997,0.21,0.108,0.521,0.506,1.397,0.924,0.353,1.912,3.925,7/11/2017
San Bernardino,28,2018,7/17/2018 8:00:00 AM,1.139,0.029,2.257,0.876,0.125,0.122,0.435,0.535,2.402,0.505,0.193,1.681,4.623,7/10/2018
San Bernardino,28,2019,7/16/2019 8:00:00 AM,0.235,0.048,1.561,0.606,0.054,0.043,0.172,0.3,0.456,0.319,0.122,0.878,1.991,7/9/2019
San Bernardino,28,2020,7/14/2020 8:00:00 AM,0.225,0.105,1.362,0.528,0.078,0.057,0.302,0.255,0.636,0.291,0.111,0.877,1.976,7/7/2020
San Bernardino,28,2021,7/13/2021 8:00:00 AM,0.684,0.126,2.769,1.074,0.181,0.149,0.611,0.405,1.569,1.046,0.399,1.55,4.294,7/6/2021
San Bernardino,28,2022,7/19/2022 8:00:00 AM,0.567,0.064,2.389,0.927,0.105,0.104,0.425,0.386,1.242,0.518,0.198,1.355,3.594,7/12/2022
San Bernardino,29,2015,7/21/2015 8:00:00 AM,0.473,0.043,0.997,0.387,0.054,0.067,0.223,0.383,1.08,0.206,0.079,1.199,2.061,7/14/2015
San Bernardino,29,2016,7/19/2016 8:00:00 AM,0.177,0.023,2.024,0.785,0.045,0.05,0.295,0.262,0.78,0.294,0.112,0.875,2.772,7/12/2016
San Bernardino,29,2017,7/25/2017 8:00:00 AM,0.491,0.048,2.538,0.985,0.138,0.133,0.714,0.42,1.852,0.927,0.354,1.793,4.35,7/18/2017
San Bernardino,29,2018,7/24/2018 8:00:00 AM,0.448,0.016,1.98,0.768,0.09,0.093,0.388,0.494,1.235,0.633,0.242,1.65,3.184,7/17/2018
San Bernardino,29,2019,7/23/2019 8:00:00 AM,0.212,0.053,1.217,0.472,0.05,0.053,0.261,0.225,0.636,0.457,0.174,0.729,1.834,7/16/2019
San Bernardino,29,2020,7/21/2020 8:00:00 AM,0.138,0.032,0.98,0.38,0.04,0.03,0.125,0.136,0.311,0.21,0.08,0.417,1.276,7/14/2020
San Bernardino,29,2021,7/20/2021 8:00:00 AM,0.347,0.024,2.242,0.87,0.081,0.078,0.365,0.376,1.073,0.592,0.226,1.27,3.279,7/13/2021
San Bernardino,29,2022,7/26/2022 8:00:00 AM,0.521,0.309,2.018,0.783,0.105,0.134,0.74,0.361,1.793,0.554,0.211,1.557,3.779,7/19/2022
San Bernardino,30,2015,7/28/2015 8:00:00 AM,0.144,0.02,2.663,1.033,0.032,0.037,0.202,0.379,0.617,0.539,0.206,1.052,3.237,7/21/2015
San Bernardino,30,2016,7/26/2016 8:00:00 AM,0.528,0.098,2.642,1.025,0.107,0.106,0.525,0.401,1.382,0.725,0.277,1.445,3.981,7/19/2016
San Bernardino,30,2017,8/1/2017 8:00,0.609,0.096,2.059,0.799,0.108,0.122,0.521,0.462,1.394,0.643,0.245,1.667,3.42,7/25/2017
San Bernardino,30,2018,7/31/2018 8:00:00 AM,0.77,0.097,1.878,0.729,0.139,0.157,0.56,0.445,1.738,0.594,0.227,1.82,3.586,7/24/2018
San Bernardino,30,2019,7/30/2019 8:00:00 AM,0.431,0.126,1.805,0.7,0.09,0.093,0.388,0.363,1.041,0.461,0.176,1.218,2.817,7/23/2019
San Bernardino,30,2020,7/28/2020 8:00:00 AM,0.242,0.069,1.423,0.552,0.071,0.059,0.296,0.319,0.745,0.458,0.175,1.01,2.145,7/21/2020
San Bernardino,30,2021,7/27/2021 8:00:00 AM,0.367,0.047,2.377,0.922,0.105,0.121,0.741,0.382,1.891,1.982,0.756,1.815,4.23,7/20/2021
San Bernardino,30,2022,8/2/2022 8:00,0.61,0.074,2.05,0.795,0.096,0.122,0.538,0.421,1.925,0.516,0.197,1.538,3.943,7/26/2022
San Bernardino,31,2015,8/4/2015 8:00,0.319,0.017,2.018,0.783,0.057,0.063,0.35,0.395,1.069,0.775,0.296,1.24,3.055,7/28/2015
San Bernardino,31,2016,8/2/2016 8:00,1.957,0.166,2.176,0.844,0.211,0.177,0.579,0.616,2.137,1.597,0.609,2.041,4.278,7/26/2016
San Bernardino,31,2017,8/8/2017 8:00,0.299,0.015,2.246,0.871,0.065,0.046,0.184,0.387,0.619,0.444,0.169,1.08,2.83,8/1/2017
San Bernardino,31,2018,8/7/2018 8:00,0.379,0.016,2.189,0.849,0.096,0.067,0.292,0.447,0.976,0.49,0.187,1.314,3.13,7/31/2018
San Bernardino,31,2019,8/6/2019 8:00,0.235,0.035,1.602,0.622,0.055,0.053,0.242,0.358,0.671,0.424,0.162,1.094,2.248,7/30/2019
San Bernardino,31,2020,8/4/2020 8:00,0.751,0.094,1.932,0.75,0.491,0.12,0.228,0.341,0.894,0.767,0.293,1.164,2.795,7/28/2020
San Bernardino,31,2021,8/3/2021 8:00,0.284,0.014,2.587,1.004,0.065,0.05,0.207,0.469,0.625,0.586,0.224,1.438,3.171,7/27/2021
San Bernardino,31,2022,8/9/2022 8:00,1.08,0.16,1.978,0.767,0.147,0.168,0.487,0.38,1.774,0.485,0.185,1.545,3.72,8/2/2022
San Bernardino,32,2015,8/11/2015 8:00,0.289,0.031,1.737,0.674,0.063,0.07,0.392,0.38,0.978,0.82,0.313,1.303,2.687,8/4/2015
San Bernardino,32,2016,8/9/2016 8:00,1.237,0.064,1.908,0.74,0.155,0.126,0.449,0.584,1.636,1.447,0.552,1.841,3.514,8/2/2016
San Bernardino,32,2017,8/15/2017 8:00:00 AM,0.44,0.039,1.728,0.67,0.104,0.079,0.369,0.345,1.089,0.562,0.214,1.08,2.789,8/8/2017
San Bernardino,32,2018,8/14/2018 8:00:00 AM,1.25,0.089,1.762,0.684,0.291,0.203,0.698,0.671,2.516,1.925,0.735,2.249,4.249,8/7/2018
San Bernardino,32,2019,8/13/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,8/6/2019
San Bernardino,32,2020,8/11/2020 8:00,0.277,0.045,1.258,0.488,0.117,0.05,0.167,0.191,0.515,0.327,0.125,0.627,1.753,8/4/2020
San Bernardino,32,2021,8/10/2021 8:00,0.29,0.077,2.067,0.802,0.072,0.08,0.372,0.296,1.018,0.733,0.28,0.984,3.052,8/3/2021
San Bernardino,32,2022,8/16/2022 8:00:00 AM,0.908,0.031,2.123,0.824,0.114,0.127,0.362,0.374,1.478,0.492,0.188,1.27,3.568,8/9/2022
San Bernardino,33,2015,8/18/2015 8:00:00 AM,0.291,0.034,2.171,0.842,0.062,0.063,0.331,0.497,0.852,0.698,0.266,1.485,2.989,8/11/2015
San Bernardino,33,2016,8/16/2016 8:00:00 AM,0.405,0.18,1.228,0.476,0.084,0.101,0.56,0.434,1.273,2.491,0.951,1.505,2.482,8/9/2016
San Bernardino,33,2017,8/22/2017 8:00:00 AM,0.252,0.022,1.531,0.594,0.054,0.052,0.266,0.469,0.681,1.804,0.688,1.429,2.187,8/15/2017
San Bernardino,33,2018,8/21/2018 8:00:00 AM,0.669,0.051,2.159,0.838,0.121,0.155,0.594,0.54,2.003,0.7,0.267,1.906,4.127,8/14/2018
San Bernardino,33,2019,8/20/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,8/13/2019
San Bernardino,33,2020,8/18/2020 8:00:00 AM,0.406,0.036,2.22,0.861,0.144,0.074,0.315,0.421,0.876,0.576,0.22,1.276,3.061,8/11/2020
San Bernardino,33,2021,8/17/2021 8:00:00 AM,0.79,0.034,2.746,1.065,0.121,0.11,0.368,0.489,1.506,1.134,0.433,1.465,4.209,8/10/2021
San Bernardino,33,2022,8/23/2022 8:00:00 AM,1.242,0.039,2.185,0.848,0.129,0.139,0.415,0.421,1.894,0.572,0.218,1.483,4.044,8/16/2022
San Bernardino,34,2015,8/25/2015 8:00:00 AM,0.299,0.027,2.713,1.053,0.081,0.089,0.546,0.383,1.302,0.47,0.179,1.324,3.972,8/18/2015
San Bernardino,34,2016,8/23/2016 8:00:00 AM,0.434,0.029,1.521,0.59,0.061,0.057,0.205,0.313,0.646,0.674,0.257,0.901,2.143,8/16/2016
San Bernardino,34,2017,8/29/2017 8:00:00 AM,0.294,0.015,1.659,0.644,0.061,0.042,0.166,0.427,0.483,0.627,0.239,1.271,2.116,8/22/2017
San Bernardino,34,2018,8/28/2018 8:00:00 AM,0.293,0.017,1.946,0.755,0.094,0.084,0.338,0.448,0.991,0.454,0.173,1.264,2.906,8/21/2018
San Bernardino,34,2019,8/27/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,8/20/2019
San Bernardino,34,2020,8/25/2020 8:00:00 AM,0.893,0.106,1.815,0.704,0.198,0.142,0.612,0.374,1.671,0.697,0.266,1.622,3.457,8/18/2020
San Bernardino,34,2021,8/24/2021 8:00:00 AM,0.376,0.089,1.747,0.678,0.106,0.09,0.465,0.368,1.295,0.476,0.182,1.075,3.014,8/17/2021
San Bernardino,34,2022,8/30/2022 8:00:00 AM,0.616,0.036,1.851,0.718,0.097,0.113,0.348,0.335,1.206,0.455,0.174,1.154,3.028,8/23/2022
San Bernardino,35,2015,9/1/2015 8:00,0.32,0.1,2.357,0.915,0.052,0.07,0.383,0.427,0.917,0.754,0.288,1.472,3.236,8/25/2015
San Bernardino,35,2016,8/30/2016 8:00:00 AM,0.34,0.021,2.151,0.835,0.114,0.065,0.297,0.405,0.887,0.522,0.199,1.15,3.003,8/23/2016
San Bernardino,35,2017,9/5/2017 8:00,0.952,0.127,1.068,0.414,0.115,0.116,0.267,0.367,0.773,0.94,0.359,1.273,1.824,8/29/2017
San Bernardino,35,2018,9/4/2018 8:00,0.429,0.527,1.519,0.589,0.101,0.12,0.665,0.213,1.109,0.358,0.137,0.787,2.604,8/28/2018
San Bernardino,35,2020,9/1/2020 8:00,0.441,0.231,1.049,0.407,0.096,0.107,0.325,0.247,0.626,0.378,0.144,0.921,1.659,8/25/2020
San Bernardino,35,2021,8/31/2021 8:00:00 AM,0.531,0.054,2.074,0.805,0.119,0.089,0.351,0.352,0.956,0.45,0.172,1.149,2.997,8/24/2021
San Bernardino,35,2022,9/6/2022 8:00,0.59,0.034,1.642,0.637,0.104,0.09,0.272,0.315,0.94,0.677,0.258,1.058,2.557,8/30/2022
San Bernardino,36,2015,9/8/2015 8:00,0.237,0.107,0.988,0.383,0.051,0.072,0.444,0.311,1.148,1.215,0.464,1.071,2.121,9/1/2015
San Bernardino,36,2016,9/6/2016 8:00,0.252,0.077,1.528,0.593,0.073,0.06,0.328,0.241,0.88,0.381,0.145,0.764,2.383,8/30/2016
San Bernardino,36,2017,9/12/2017 8:00,0.44,0.018,1.471,0.571,0.071,0.055,0.16,0.407,0.605,0.869,0.332,1.121,2.053,9/5/2017
San Bernardino,36,2018,9/11/2018 8:00,0.263,0.081,1.199,0.465,0.052,0.052,0.212,0.214,0.529,0.29,0.111,0.634,1.71,9/4/2018
San Bernardino,36,2020,9/8/2020 8:00,0.722,0.036,1.618,0.628,0.196,0.079,0.163,0.435,0.769,0.419,0.16,0.981,2.362,9/1/2020
San Bernardino,36,2021,9/7/2021 8:00,0.319,0.03,2.005,0.778,0.055,0.062,0.315,0.275,0.869,0.34,0.13,0.89,2.842,8/31/2021
San Bernardino,36,2022,9/13/2022 8:00:00 AM,0.466,0.125,0.581,0.225,0.064,0.081,0.279,0.205,1.015,0.291,0.111,0.704,1.587,9/6/2022
San Bernardino,37,2015,9/15/2015 8:00:00 AM,0.778,0.033,1.165,0.452,0.067,0.089,0.19,0.515,1.131,1.497,0.571,1.701,2.278,9/8/2015
San Bernardino,37,2016,9/13/2016 8:00:00 AM,0.358,0.056,1.538,0.597,0.079,0.089,0.508,0.268,1.471,0.426,0.163,0.959,2.985,9/6/2016
San Bernardino,37,2017,9/19/2017 8:00:00 AM,0.178,0.014,1.496,0.58,0.044,0.04,0.216,0.285,0.664,0.392,0.15,0.752,2.136,9/12/2017
San Bernardino,37,2018,9/18/2018 8:00:00 AM,0.115,0.037,1.107,0.43,0.029,0.027,0.138,0.127,0.359,0.284,0.108,0.382,1.448,9/11/2018
San Bernardino,37,2020,9/15/2020 8:00:00 AM,1.318,0.108,0.5,0.194,0.227,0.16,0.238,0.321,0.669,0.315,0.12,0.647,1.16,9/8/2020
San Bernardino,37,2021,9/14/2021 8:00:00 AM,0.514,0.026,1.798,0.698,0.095,0.102,0.389,0.351,1.258,0.496,0.189,1.188,3.027,9/7/2021
San Bernardino,37,2022,9/20/2022 8:00:00 AM,0.124,0.024,1.5,0.582,0.036,0.04,0.232,0.19,0.679,0.181,0.069,0.555,2.156,9/13/2022
San Bernardino,38,2015,9/22/2015 8:00:00 AM,0.183,0.035,1.594,0.618,0.032,0.038,0.194,0.278,0.757,0.572,0.218,0.762,2.326,9/15/2015
San Bernardino,38,2016,9/20/2016 8:00:00 AM,0.596,0.041,1.091,0.423,0.058,0.06,0.141,0.196,0.452,0.407,0.155,0.589,1.526,9/13/2016
San Bernardino,38,2017,9/26/2017 8:00:00 AM,0.213,0.074,0.848,0.329,0.047,0.052,0.259,0.208,0.741,0.253,0.097,0.566,1.576,9/19/2017
San Bernardino,38,2018,9/25/2018 8:00:00 AM,1.249,0.458,0.63,0.244,0.132,0.259,0.708,0.275,1.798,0.496,0.189,1.854,2.418,9/18/2018
San Bernardino,38,2020,9/22/2020 8:00:00 AM,0.332,0.043,1.222,0.474,0.165,0.043,0.096,0.249,0.368,0.332,0.127,0.623,1.571,9/15/2020
San Bernardino,38,2021,9/21/2021 8:00:00 AM,0.231,0.022,1.157,0.449,0.064,0.039,0.149,0.218,0.45,0.177,0.068,0.567,1.589,9/14/2021
San Bernardino,38,2022,9/27/2022 8:00:00 AM,0.212,0.016,1.395,0.541,0.038,0.038,0.15,0.22,0.518,0.247,0.094,0.641,1.891,9/20/2022
San Bernardino,39,2015,9/29/2015 8:00:00 AM,0.269,0.014,2.103,0.816,0.044,0.052,0.248,0.333,0.77,0.579,0.221,1.041,2.84,9/22/2015
San Bernardino,39,2016,9/27/2016 8:00:00 AM,0.357,0.065,1.037,0.402,0.05,0.046,0.164,0.198,0.458,0.264,0.101,0.514,1.479,9/20/2016
San Bernardino,39,2017,10/3/2017 8:00,0.324,0.045,1.082,0.42,0.062,0.061,0.242,0.268,0.793,0.313,0.119,0.635,1.858,9/26/2017
San Bernardino,39,2018,10/2/2018 8:00,0.307,0.05,0.939,0.364,0.042,0.056,0.2,0.303,0.738,0.241,0.092,0.971,1.662,9/25/2018
San Bernardino,39,2020,9/29/2020 8:00:00 AM,0.318,0.026,1.566,0.608,0.084,0.047,0.104,0.235,0.431,0.272,0.104,0.531,1.972,9/22/2020
San Bernardino,39,2021,9/28/2021 8:00:00 AM,0.689,0.029,1.646,0.639,0.109,0.119,0.265,0.41,1.347,0.407,0.155,1.097,2.967,9/21/2021
San Bernardino,39,2022,10/4/2022 8:00,0.322,0.016,1.633,0.634,0.048,0.056,0.228,0.32,0.888,0.494,0.189,0.973,2.495,9/27/2022
San Bernardino,40,2015,10/6/2015 8:00,0.181,0.076,1.216,0.472,0.042,0.051,0.28,0.16,0.869,0.393,0.15,0.521,2.065,9/29/2015
San Bernardino,40,2016,10/4/2016 8:00,0.302,0.082,1.265,0.491,0.049,0.047,0.203,0.241,0.774,0.32,0.122,0.609,2.019,9/27/2016
San Bernardino,40,2017,10/10/2017 8:00,0.663,0.205,0.881,0.342,0.09,0.089,0.347,0.226,0.814,0.258,0.098,0.604,1.681,10/3/2017
San Bernardino,40,2018,10/9/2018 8:00,0.218,0.023,1.148,0.445,0.043,0.038,0.14,0.235,0.522,0.181,0.069,0.569,1.652,10/2/2018
San Bernardino,40,2020,10/6/2020 8:00,0.361,0.018,1.185,0.46,0.065,0.041,0.045,0.199,0.164,0.33,0.126,0.409,1.33,9/29/2020
San Bernardino,40,2021,10/5/2021 8:00,0.361,0.027,0.852,0.331,0.07,0.056,0.082,0.17,0.349,0.191,0.073,0.48,1.188,9/28/2021
San Bernardino,40,2022,10/11/2022 8:00,1.009,0.028,0.755,0.293,0.072,0.096,0.112,0.233,0.648,0.224,0.085,0.686,1.391,10/4/2022
San Bernardino,41,2015,10/13/2015 8:00:00 AM,0.15,0.016,1.259,0.489,0.024,0.021,0.067,0.293,0.221,0.611,0.233,0.845,1.46,10/6/2015
San Bernardino,41,2016,10/11/2016 8:00,0.277,0.008,1.448,0.562,0.043,0.044,0.154,0.195,0.636,0.272,0.104,0.558,2.06,10/4/2016
San Bernardino,41,2017,10/17/2017 8:00:00 AM,0.43,0.044,1.114,0.432,0.078,0.058,0.202,0.244,0.641,0.275,0.105,0.591,1.736,10/10/2017
San Bernardino,41,2018,10/16/2018 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,10/9/2018
San Bernardino,41,2020,10/13/2020 8:00:00 AM,0.35,0.016,1.614,0.626,0.099,0.051,0.101,0.391,0.434,0.296,0.113,0.864,2.022,10/6/2020
San Bernardino,41,2021,10/12/2021 8:00,0.46,0.103,1.198,0.465,0.097,0.068,0.205,0.249,0.647,0.262,0.1,0.781,1.826,10/5/2021
San Bernardino,41,2022,10/18/2022 8:00:00 AM,0.295,0.017,0.886,0.344,0.029,0.03,0.056,0.161,0.309,0.193,0.074,0.444,1.18,10/11/2022
San Bernardino,42,2015,10/20/2015 8:00:00 AM,0.116,0.016,1.042,0.404,0.023,0.022,0.1,0.303,0.535,0.397,0.152,0.796,1.56,10/13/2015
San Bernardino,42,2016,10/18/2016 8:00:00 AM,0.277,0.008,1.443,0.56,0.043,0.044,0.154,0.196,0.634,0.272,0.104,0.559,2.054,10/11/2016
San Bernardino,42,2017,10/24/2017 8:00:00 AM,0.292,0.054,1.173,0.455,0.058,0.051,0.204,0.212,0.653,0.248,0.095,0.543,1.808,10/17/2017
San Bernardino,42,2018,10/23/2018 8:00:00 AM,0.141,0.015,0.776,0.301,0.025,0.018,0.024,0.17,0.139,0.201,0.077,0.357,0.903,10/16/2018
San Bernardino,42,2019,10/22/2019 8:00:00 AM,-,-,-,-,-,-,-,-,-,-,-,-,-,10/15/2019
San Bernardino,42,2020,10/20/2020 8:00:00 AM,0.347,0.032,1.285,0.499,0.075,0.051,0.071,0.199,0.294,0.243,0.093,0.449,1.558,10/13/2020
San Bernardino,42,2021,10/19/2021 8:00:00 AM,0.338,0.111,0.594,0.23,0.056,0.06,0.159,0.162,0.516,0.191,0.073,0.502,1.1,10/12/2021
San Bernardino,42,2022,10/25/2022 8:00:00 AM,0.189,0.044,0.899,0.349,0.027,0.028,0.086,0.151,0.309,0.207,0.079,0.38,1.193,10/18/2022
San Bernardino,43,2015,10/27/2015 8:00:00 AM,0.165,0.015,1.005,0.39,0.028,0.023,0.058,0.188,0.252,0.386,0.147,0.439,1.241,10/20/2015
San Bernardino,43,2016,10/25/2016 8:00:00 AM,0.264,0.048,0.701,0.272,0.031,0.033,0.11,0.262,0.412,0.327,0.125,0.791,1.102,10/18/2016
